Claim_ID,Policy_ID,Policy_Holder,Claim_Date,Claim_Type,Policy_Type,Claim_Amount,Reimbursed_Amount,Premium_Amount,Coverage_Amount,Location,Region,Rainfall_mm,Weather_Condition,Incident_Description,Claim_Channel,Customer_Age,Customer_Gender,Settlement_Status,Processing_Days,Fraud_Flag,Claim_Loss_Ratio
C8112-S,P69019-I,Himmat Sani,2024-02-15,Property,Agriculture,158722,158722,35235,245776,Bangalore,South,68,Heavy Rain,Flood Damage,Mobile App,65,Other,Pending,11,No,0.65
C4460-T,P58560-Q,Manjari Dugar,2024-04-18,Health,Health,101425,101425,22241,163009,Hyderabad,South,191,Moderate Rain,House Damage,Online,34,Female,Settled,10,No,0.62
C7756-A,P80073-B,Tushar Datta,2024-11-21,Health,Health,103052,103052,44880,213898,Bangalore,South,82,Light Rain,House Damage,Mobile App,19,Male,Settled,16,No,0.48
C5949-I,P59323-Q,Shlok Brahmbhatt,2024-02-01,Agriculture,Vehicle,213569,213569,38824,454755,Lucknow,North,282,Flood,Flood Damage,Agent,47,Male,Rejected,19,No,0.47
C8781-S,P59837-S,Pranay Lanka,2024-09-22,Vehicle,Health,105708,105708,38773,179829,Hyderabad,South,264,Flood,Crop Loss,Agent,59,Other,Settled,8,No,0.59
C6850-M,P52245-Y,Shanaya Talwar,2024-02-29,Agriculture,Health,178073,178073,34010,441287,Kolkata,East,194,Flood,Crop Loss,Agent,65,Male,Settled,3,No,0.4
C4772-K,P40644-U,Yuvraj  Walla,2024-10-31,Vehicle,Health,48331,35927,47230,231238,Hyderabad,South,89,Flood,Crop Loss,Branch,25,Female,Pending,20,No,0.21
C6017-N,P87842-G,Jivika Sood,2024-06-06,Health,Health,124775,70281,45153,362881,Hyderabad,South,119,Moderate Rain,Flood Damage,Mobile App,42,Female,Settled,18,No,0.34
C1607-L,P69613-M,Yashvi Sinha,2024-12-08,Vehicle,Agriculture,137651,137651,13194,379824,Delhi,North,259,Light Rain,Road Accident,Agent,35,Male,Pending,6,No,0.36
C6932-S,P54416-R,Ayesha Datta,2024-02-16,Property,Vehicle,400776,400776,17644,494452,Hyderabad,South,79,Light Rain,Crop Loss,Branch,20,Male,Settled,10,No,0.81
C7415-R,P65476-A,Yakshit Varma,2024-05-16,Property,Life,204955,204955,9898,392756,Chennai,South,153,Moderate Rain,Road Accident,Branch,68,Other,Settled,8,No,0.52
C7689-T,P27155-R,Taimur Sandal,2024-05-05,Property,Vehicle,278519,278519,9750,491570,Pune,West,300,Heavy Rain,Hospitalization,Branch,52,Other,Settled,22,No,0.57
C3659-L,P80044-Q,Baiju Apte,2024-08-27,Vehicle,Health,68601,45517,43659,177053,Lucknow,North,150,Flood,House Damage,Agent,40,Male,Rejected,14,Yes,0.39
C4294-J,P52271-C,Shalv Aurora,2024-06-03,Health,Health,37333,37333,36729,305643,Kolkata,East,69,Moderate Rain,Hospitalization,Branch,29,Other,Pending,22,No,0.12
C4987-M,P96929-L,Bhamini Deshpande,2024-05-28,Property,Property,155588,155588,31202,224851,Lucknow,North,223,Moderate Rain,Road Accident,Agent,51,Other,Settled,11,No,0.69
C3526-W,P96827-V,Elakshi Bhandari,2024-08-22,Vehicle,Life,37558,37558,21946,269366,Mumbai,West,201,Moderate Rain,Crop Loss,Branch,24,Male,Pending,9,No,0.14
C3631-B,P14133-H,Shayak Kashyap,2024-10-20,Vehicle,Life,114132,114132,32123,338681,Jaipur,North,262,Light Rain,Flood Damage,Online,41,Female,Settled,26,No,0.34
C3480-W,P15476-Q,Vihaan Johal,2024-11-12,Property,Life,297961,297961,9338,392613,Mumbai,West,94,Light Rain,Road Accident,Mobile App,65,Male,Pending,7,No,0.76
C4253-K,P30468-Y,Heer Sidhu,2024-10-27,Vehicle,Life,63441,63441,11258,137674,Delhi,North,138,Light Rain,Crop Loss,Mobile App,18,Male,Settled,19,No,0.46
C1014-I,P52326-T,Hiran Mani,2024-06-07,Property,Health,278912,278912,6664,459324,Delhi,North,74,Flood,Hospitalization,Branch,56,Other,Pending,4,No,0.61
C2765-Y,P24810-S,Bhavin Badal,2024-10-26,Health,Agriculture,191417,191417,26524,332659,Jaipur,North,197,Flood,Flood Damage,Online,52,Female,Settled,25,No,0.58
C4925-O,P35425-B,Purab Bobal,2024-02-15,Agriculture,Property,167662,167662,26049,407649,Lucknow,North,208,Light Rain,Flood Damage,Branch,27,Male,Pending,8,No,0.41
C6286-D,P69422-Z,Dharmajan Aurora,2024-03-15,Health,Life,174681,174681,11333,264235,Mumbai,West,215,Flood,Road Accident,Branch,54,Male,Pending,26,No,0.66
C9854-E,P40596-J,Aayush Chowdhury,2024-03-09,Agriculture,Agriculture,121649,121649,29836,411244,Bangalore,South,112,Heavy Rain,Road Accident,Branch,19,Female,Pending,7,No,0.3
C1659-T,P54604-Y,Parinaaz Ramanathan,2024-11-19,Vehicle,Life,146522,117798,5851,250096,Hyderabad,South,63,Flood,Crop Loss,Branch,33,Other,Rejected,25,No,0.59
C1612-C,P56647-P,Anahi Krishna,2024-07-27,Vehicle,Agriculture,88189,88189,44166,352322,Bangalore,South,153,Moderate Rain,Road Accident,Mobile App,63,Female,Settled,3,No,0.25
C3354-X,P81473-E,Jivin Basu,2024-04-29,Property,Agriculture,402460,402460,18254,655672,Bangalore,South,128,Light Rain,House Damage,Mobile App,57,Other,Settled,26,No,0.61
C1992-B,P64257-Z,Anaya Chada,2024-09-23,Vehicle,Vehicle,142899,142899,25488,240777,Delhi,North,54,Light Rain,House Damage,Online,31,Male,Pending,26,No,0.59
C7882-B,P98832-Q,Riya Agarwal,2024-08-29,Health,Property,44857,23769,28891,301505,Hyderabad,South,215,Moderate Rain,Hospitalization,Agent,32,Male,Pending,7,No,0.15
C9040-L,P49571-K,Priyansh Dar,2024-06-23,Property,Life,377409,324480,40813,667327,Hyderabad,South,167,Heavy Rain,House Damage,Agent,42,Female,Rejected,16,No,0.57
C8873-Z,P76137-I,Indrans Tella,2024-02-13,Vehicle,Health,76914,76914,37263,320760,Mumbai,West,71,Moderate Rain,Crop Loss,Agent,20,Other,Settled,27,No,0.24
C3859-H,P29374-R,Miraan Randhawa,2024-08-17,Vehicle,Vehicle,85969,85969,49451,262423,Mumbai,West,298,Moderate Rain,Road Accident,Agent,53,Female,Pending,12,No,0.33
C1144-T,P32646-P,Vihaan Datta,2024-03-10,Vehicle,Health,89588,69799,23239,287882,Mumbai,West,211,Light Rain,Crop Loss,Agent,56,Female,Settled,4,No,0.31
C9495-P,P48779-H,Bhamini Edwin,2024-01-20,Health,Vehicle,32981,32981,47710,306475,Lucknow,North,71,Moderate Rain,House Damage,Branch,63,Female,Settled,7,No,0.11
C2438-P,P28430-T,Renee Krishna,2024-02-18,Agriculture,Health,170428,146269,23869,286740,Pune,West,198,Light Rain,House Damage,Mobile App,46,Male,Pending,25,No,0.59
C7982-I,P28441-M,Eva Chowdhury,2024-08-18,Agriculture,Agriculture,139115,93363,8411,274856,Pune,West,291,Flood,House Damage,Online,48,Other,Settled,30,No,0.51
C1996-D,P35248-A,Vihaan Tak,2024-01-31,Health,Agriculture,135863,135863,47009,335834,Hyderabad,South,238,Heavy Rain,Road Accident,Branch,65,Male,Settled,25,No,0.4
C5399-A,P73805-I,Divyansh Ganesan,2024-04-03,Vehicle,Agriculture,138384,138384,42755,263176,Mumbai,West,144,Light Rain,House Damage,Agent,21,Female,Settled,7,No,0.53
C8067-A,P59143-E,Neysa Borde,2024-12-11,Health,Agriculture,160040,122729,5240,310412,Hyderabad,South,241,Light Rain,Road Accident,Online,68,Male,Pending,13,No,0.52
C4576-P,P80723-R,Kartik Bains,2024-02-04,Health,Health,154992,154992,33982,398436,Delhi,North,210,Flood,Crop Loss,Online,40,Other,Settled,15,No,0.39
C1195-Q,P62310-A,Kavya Hans,2024-05-06,Property,Agriculture,394775,394775,21788,543762,Kolkata,East,263,Moderate Rain,Hospitalization,Agent,53,Male,Pending,14,No,0.73
C1224-A,P40581-O,Nayantara Golla,2024-01-18,Health,Property,99939,99939,15257,369311,Hyderabad,South,297,Moderate Rain,Hospitalization,Online,42,Male,Pending,4,No,0.27
C7060-R,P43588-E,Darshit Hans,2024-02-29,Agriculture,Life,201070,119520,45926,266577,Delhi,North,208,Moderate Rain,Crop Loss,Agent,51,Female,Settled,16,No,0.75
C2824-A,P41254-R,Lavanya Anne,2024-06-23,Health,Life,37576,37576,17918,229268,Jaipur,North,169,Flood,House Damage,Branch,30,Female,Pending,16,No,0.16
C7667-N,P31472-Y,Anahi Khatri,2024-08-27,Property,Health,449078,449078,35821,663897,Bangalore,South,146,Moderate Rain,Crop Loss,Mobile App,50,Female,Settled,23,No,0.68
C8619-A,P73054-M,Divit Bhalla,2024-06-07,Property,Vehicle,306879,306879,29391,409357,Delhi,North,219,Heavy Rain,Crop Loss,Agent,46,Other,Settled,4,No,0.75
C8139-A,P35225-G,Dhanush Jani,2024-10-24,Property,Agriculture,199916,199916,43583,393351,Mumbai,West,85,Moderate Rain,Road Accident,Mobile App,19,Female,Pending,14,No,0.51
C3108-L,P70281-B,Zain Chopra,2024-02-17,Vehicle,Health,52077,52077,14627,212478,Mumbai,West,60,Light Rain,Road Accident,Branch,30,Male,Settled,16,No,0.25
C9356-K,P23901-E,Aaryahi Guha,2024-03-07,Property,Agriculture,103773,103773,18913,179036,Hyderabad,South,198,Light Rain,Flood Damage,Branch,42,Female,Rejected,12,No,0.58
C3483-Q,P31957-B,Mamooty Shenoy,2024-07-30,Agriculture,Vehicle,270151,270151,18821,369628,Chennai,South,133,Light Rain,Road Accident,Branch,65,Other,Pending,24,Yes,0.73
C7901-N,P80745-S,Ivana Ratta,2024-09-04,Vehicle,Property,78869,78869,5068,335341,Jaipur,North,278,Heavy Rain,Hospitalization,Mobile App,42,Female,Settled,13,No,0.24
C8668-U,P24962-L,Alisha Joshi,2024-02-08,Agriculture,Vehicle,105408,105408,9702,278263,Pune,West,149,Flood,Flood Damage,Mobile App,34,Other,Settled,17,No,0.38
C6399-V,P96192-M,Inaaya  Chada,2024-10-20,Vehicle,Life,60102,60102,30887,190943,Kolkata,East,122,Flood,Crop Loss,Online,33,Other,Pending,28,No,0.31
C2610-E,P36812-W,Saanvi Shenoy,2024-11-03,Vehicle,Vehicle,44569,44569,41020,117985,Jaipur,North,66,Heavy Rain,Crop Loss,Mobile App,36,Other,Settled,12,No,0.38
C7408-U,P67914-S,Damini Sanghvi,2024-02-28,Property,Health,152945,152945,49703,366133,Mumbai,West,105,Flood,Flood Damage,Branch,21,Male,Settled,21,No,0.42
C7314-F,P22685-B,Suhana Krishnan,2024-04-07,Agriculture,Health,113311,113311,43316,374403,Kolkata,East,68,Moderate Rain,Hospitalization,Mobile App,52,Female,Settled,27,No,0.3
C2307-H,P36402-A,Gokul Sahni,2024-02-25,Agriculture,Agriculture,204396,204396,49054,478721,Chennai,South,122,Moderate Rain,Road Accident,Branch,34,Male,Settled,25,No,0.43
C8293-Z,P87821-O,Bhamini Bhagat,2024-09-16,Vehicle,Property,98803,98803,9322,376378,Ahmedabad,West,58,Light Rain,Crop Loss,Agent,34,Other,Settled,16,No,0.26
C4592-Q,P50771-D,Arhaan Sama,2024-05-05,Health,Property,67089,67089,39388,142518,Lucknow,North,279,Flood,Road Accident,Agent,22,Male,Settled,11,No,0.47
C9853-I,P73549-M,Kanav Chakrabarti,2024-10-14,Property,Health,140331,140331,29583,359936,Bangalore,South,222,Moderate Rain,Flood Damage,Mobile App,64,Other,Pending,21,No,0.39
C4664-C,P30929-I,Baiju Kurian,2024-07-02,Vehicle,Vehicle,113930,113930,40374,251577,Delhi,North,98,Heavy Rain,Hospitalization,Online,34,Female,Pending,3,No,0.45
C1852-W,P88342-Q,Tara Chakraborty,2024-08-02,Property,Health,492860,492860,5429,630503,Lucknow,North,300,Moderate Rain,Hospitalization,Online,63,Female,Settled,4,No,0.78
C2206-Y,P10964-H,Sara Chauhan,2024-06-05,Property,Agriculture,271298,271298,38371,485466,Ahmedabad,West,206,Light Rain,Road Accident,Mobile App,46,Female,Settled,7,No,0.56
C8898-H,P60994-B,Armaan Iyer,2024-01-23,Health,Agriculture,121520,121520,39328,396094,Pune,West,92,Heavy Rain,Crop Loss,Agent,41,Female,Settled,13,No,0.31
C4322-F,P78693-T,Baiju Toor,2024-06-11,Vehicle,Health,42424,42424,16941,105517,Mumbai,West,176,Heavy Rain,Flood Damage,Online,47,Male,Settled,13,No,0.4
C1972-G,P96211-D,Lakshit Buch,2024-07-05,Vehicle,Vehicle,79451,79451,39653,351285,Jaipur,North,103,Flood,Road Accident,Agent,42,Male,Settled,28,No,0.23
C8233-N,P26375-P,Ira Chanda,2024-01-28,Agriculture,Agriculture,273475,273475,26293,423159,Kolkata,East,133,Flood,Flood Damage,Agent,49,Female,Settled,24,No,0.65
C8135-C,P39207-K,Vidur Desai,2024-11-22,Property,Agriculture,174129,174129,25071,398854,Hyderabad,South,66,Moderate Rain,Crop Loss,Agent,68,Male,Settled,6,No,0.44
C6355-I,P15736-V,Arnav Sarma,2024-02-28,Vehicle,Property,123312,123312,38749,408715,Chennai,South,296,Flood,House Damage,Online,26,Male,Settled,29,No,0.3
C2631-V,P21313-G,Vedika Vyas,2024-12-23,Property,Health,258766,258766,16307,480916,Chennai,South,164,Flood,House Damage,Agent,24,Male,Settled,14,No,0.54
C1796-O,P90714-E,Samaira Samra,2024-11-22,Property,Life,197475,197475,10092,341891,Ahmedabad,West,236,Light Rain,Flood Damage,Branch,58,Other,Settled,13,No,0.58
C3105-Q,P62599-Z,Badal Kakar,2024-05-14,Property,Life,111112,111112,46808,359748,Ahmedabad,West,139,Heavy Rain,Crop Loss,Mobile App,50,Other,Pending,18,No,0.31
C6283-T,P77168-U,Shalv Dugar,2024-06-08,Health,Agriculture,196533,196533,24369,314908,Delhi,North,291,Heavy Rain,Flood Damage,Mobile App,63,Other,Rejected,14,No,0.62
C2160-U,P16625-S,Divyansh Jani,2024-11-28,Vehicle,Property,56880,56880,6374,190868,Chennai,South,50,Flood,House Damage,Branch,40,Male,Pending,5,No,0.3
C2682-K,P92335-D,Lakshay Bera,2024-11-03,Agriculture,Vehicle,282970,282970,37180,535380,Pune,West,257,Heavy Rain,Crop Loss,Mobile App,30,Female,Settled,7,Yes,0.53
C7249-C,P66797-K,Amira Gole,2024-12-16,Agriculture,Life,51876,51876,23347,350409,Mumbai,West,201,Heavy Rain,Road Accident,Mobile App,47,Male,Settled,19,No,0.15
C6127-Q,P14308-Z,Nehmat Rege,2024-05-03,Agriculture,Agriculture,284818,284818,44098,356879,Hyderabad,South,135,Flood,Hospitalization,Online,48,Female,Settled,9,No,0.8
C9750-Q,P19958-O,Vedika Sawhney,2024-10-04,Health,Vehicle,116771,116771,31436,307605,Lucknow,North,201,Flood,House Damage,Online,38,Female,Pending,29,No,0.38
C5894-W,P15796-O,Adah Loke,2024-11-04,Agriculture,Property,273061,243352,20085,417601,Delhi,North,165,Heavy Rain,Road Accident,Agent,69,Male,Settled,9,No,0.65
C1528-T,P93059-Z,Keya Agrawal,2024-06-29,Vehicle,Health,99762,96115,20356,208382,Mumbai,West,284,Moderate Rain,Crop Loss,Branch,33,Male,Settled,11,No,0.48
C4287-Q,P47953-V,Arhaan Sidhu,2024-06-09,Agriculture,Vehicle,283014,283014,24331,423637,Pune,West,209,Light Rain,Hospitalization,Agent,19,Female,Pending,15,No,0.67
C1019-Y,P27429-N,Yashvi Dugar,2024-03-19,Agriculture,Life,172748,172748,10528,446541,Pune,West,180,Moderate Rain,Hospitalization,Online,59,Other,Pending,12,No,0.39
C9679-P,P45275-B,Eva Sibal,2024-05-17,Vehicle,Life,115846,115846,14679,188361,Jaipur,North,172,Moderate Rain,Road Accident,Branch,22,Other,Settled,8,No,0.62
C4553-E,P81536-H,Hunar Seth,2024-10-24,Health,Life,41276,41276,8749,92188,Lucknow,North,148,Flood,Hospitalization,Online,38,Other,Settled,7,Yes,0.45
C8629-U,P20650-X,Eva Din,2024-06-12,Health,Agriculture,35648,35648,20543,274031,Lucknow,North,106,Heavy Rain,Flood Damage,Branch,41,Male,Pending,16,No,0.13
C8599-L,P64313-Q,Vanya Sha,2024-04-24,Health,Property,116988,116988,34776,398667,Mumbai,West,173,Moderate Rain,Flood Damage,Online,34,Female,Pending,4,No,0.29
C1659-X,P30521-A,Ryan Bora,2024-10-09,Agriculture,Agriculture,287285,287285,9911,433604,Bangalore,South,257,Light Rain,Flood Damage,Online,18,Male,Pending,8,No,0.66
C4861-E,P65806-E,Advika Sahota,2024-02-25,Agriculture,Property,256014,256014,40919,544391,Delhi,North,278,Flood,Hospitalization,Agent,50,Male,Settled,14,Yes,0.47
C7093-N,P46573-C,Aarna Mahal,2024-09-23,Agriculture,Health,175079,158421,34009,342524,Kolkata,East,253,Moderate Rain,Crop Loss,Branch,31,Male,Settled,17,No,0.51
C1424-B,P57261-P,Amira Sur,2024-06-05,Health,Health,178510,178510,27530,251303,Ahmedabad,West,277,Light Rain,Hospitalization,Agent,24,Male,Settled,19,No,0.71
C1868-R,P33674-P,Arnav Gopal,2024-12-01,Vehicle,Vehicle,78328,78328,9543,236471,Jaipur,North,262,Heavy Rain,Flood Damage,Branch,54,Male,Rejected,22,No,0.33
C2082-F,P91959-E,Devansh Din,2024-04-30,Health,Vehicle,129177,129177,29261,254986,Delhi,North,197,Heavy Rain,Road Accident,Online,69,Other,Pending,17,No,0.51
C9074-Y,P13098-C,Vihaan Devan,2024-06-26,Agriculture,Property,218651,160618,6430,393927,Mumbai,West,63,Moderate Rain,Flood Damage,Online,32,Other,Settled,9,No,0.56
C4313-J,P37716-O,Miraan Choudhury,2024-08-10,Agriculture,Agriculture,137038,137038,41254,290103,Ahmedabad,West,184,Heavy Rain,Hospitalization,Agent,53,Other,Pending,8,Yes,0.47
C5865-N,P32329-V,Darshit Sama,2024-06-11,Health,Property,126227,126227,7120,382084,Mumbai,West,188,Flood,House Damage,Mobile App,32,Female,Settled,10,No,0.33
C1539-K,P84984-J,Jayesh Dasgupta,2024-01-03,Agriculture,Agriculture,213114,213114,29355,501268,Chennai,South,171,Heavy Rain,Flood Damage,Online,48,Other,Pending,28,Yes,0.43
C8357-E,P60844-P,Akarsh Singh,2024-11-26,Agriculture,Agriculture,126560,126560,44820,368009,Ahmedabad,West,145,Heavy Rain,Hospitalization,Branch,66,Other,Settled,15,No,0.34
C3852-I,P63905-Z,Myra Khurana,2024-04-11,Health,Vehicle,185912,147931,24444,423881,Lucknow,North,248,Flood,Hospitalization,Branch,54,Male,Settled,9,No,0.44
C1346-V,P62637-N,Rati Bhavsar,2024-01-24,Agriculture,Health,240372,240372,20861,354509,Kolkata,East,112,Heavy Rain,House Damage,Online,48,Male,Settled,3,No,0.68
C8401-R,P80836-Q,Reyansh Handa,2024-02-01,Vehicle,Health,54670,54670,21753,236036,Jaipur,North,155,Moderate Rain,Crop Loss,Agent,67,Other,Settled,14,No,0.23
C8150-A,P60185-G,Nirvi Doctor,2024-04-18,Property,Health,307849,307849,40808,564925,Delhi,North,168,Flood,Crop Loss,Agent,40,Female,Pending,25,No,0.54
C5096-Y,P61770-Z,Gokul Khare,2024-07-28,Property,Vehicle,265733,265733,5667,527124,Lucknow,North,166,Moderate Rain,Hospitalization,Online,47,Male,Pending,13,No,0.5
C9701-N,P77575-M,Anaya Barad,2024-01-11,Health,Life,37894,37894,20236,206759,Chennai,South,54,Flood,Crop Loss,Branch,22,Other,Settled,18,No,0.18
C7347-F,P80341-H,Aaryahi Krish,2024-04-05,Agriculture,Health,74533,51606,36580,266360,Pune,West,91,Light Rain,Hospitalization,Agent,49,Male,Settled,12,No,0.28
C9085-K,P66540-Q,Tarini Deep,2024-07-15,Agriculture,Vehicle,73845,73845,16919,288133,Bangalore,South,177,Flood,Road Accident,Mobile App,57,Other,Settled,27,No,0.26
C2833-G,P66047-G,Baiju Kibe,2024-08-22,Agriculture,Life,225793,225793,42840,328154,Kolkata,East,75,Light Rain,Crop Loss,Online,41,Male,Rejected,26,No,0.69
C4490-M,P57964-L,Vedika Koshy,2024-09-27,Property,Agriculture,135527,135527,29985,342298,Kolkata,East,272,Flood,Crop Loss,Agent,58,Other,Rejected,10,No,0.4
C4262-U,P41721-H,Sara Issac,2024-03-25,Vehicle,Vehicle,90249,90249,32013,176609,Delhi,North,129,Flood,Hospitalization,Branch,39,Other,Settled,5,No,0.51
C6641-U,P84303-Q,Shlok Rau,2024-09-11,Agriculture,Agriculture,224955,224955,22695,460535,Pune,West,221,Flood,House Damage,Agent,22,Other,Settled,3,No,0.49
C9035-X,P73283-H,Eshani Ram,2024-01-12,Health,Life,78380,78380,14500,378205,Bangalore,South,185,Light Rain,House Damage,Mobile App,28,Other,Pending,12,No,0.21
C8298-Z,P20468-Y,Vidur Gour,2024-09-24,Health,Property,156159,156159,19193,230862,Delhi,North,298,Moderate Rain,Crop Loss,Mobile App,20,Male,Settled,8,No,0.68
C7261-J,P95045-H,Badal Sidhu,2024-12-26,Agriculture,Vehicle,276078,276078,48422,533223,Bangalore,South,94,Light Rain,Hospitalization,Mobile App,34,Female,Settled,20,No,0.52
C3460-I,P53442-N,Saksham Bahl,2024-06-12,Property,Life,361904,361904,7268,618187,Lucknow,North,259,Light Rain,House Damage,Online,24,Female,Settled,22,No,0.59
C2422-R,P77236-T,Hrishita Ghose,2024-08-23,Health,Vehicle,144559,144559,19733,236308,Ahmedabad,West,74,Flood,Flood Damage,Online,68,Male,Pending,6,No,0.61
C2939-P,P89496-P,Alia Koshy,2024-08-03,Health,Life,65434,65434,6366,147363,Ahmedabad,West,229,Heavy Rain,Road Accident,Mobile App,27,Other,Pending,21,No,0.44
C4952-F,P84113-X,Manikya Khurana,2024-02-24,Agriculture,Property,83224,83224,21056,253323,Hyderabad,South,153,Moderate Rain,Flood Damage,Branch,48,Female,Rejected,8,No,0.33
C8086-M,P14094-I,Badal Gill,2024-10-04,Agriculture,Agriculture,237830,237830,6005,307763,Jaipur,North,56,Light Rain,Crop Loss,Agent,26,Female,Pending,5,No,0.77
C1511-D,P83570-B,Samiha Guha,2024-04-28,Vehicle,Health,72090,72090,44943,206365,Kolkata,East,199,Light Rain,Road Accident,Branch,24,Male,Settled,18,No,0.35
C8368-M,P99888-G,Veer Rau,2024-04-16,Health,Agriculture,93914,93914,29637,150803,Delhi,North,187,Heavy Rain,Crop Loss,Mobile App,22,Other,Settled,26,No,0.62
C3822-Q,P79896-Y,Advik Anne,2024-07-31,Health,Agriculture,50083,50083,43683,318780,Chennai,South,89,Light Rain,Crop Loss,Branch,65,Female,Settled,6,No,0.16
C7186-Y,P85028-W,Nitara Rastogi,2024-02-14,Property,Property,174817,159024,14111,363899,Mumbai,West,249,Heavy Rain,Flood Damage,Online,55,Male,Settled,16,No,0.48
C1632-G,P49747-U,Sana Barad,2024-07-06,Health,Agriculture,172394,172394,46663,303685,Pune,West,272,Moderate Rain,House Damage,Online,36,Other,Settled,7,No,0.57
C6873-E,P25544-T,Shaan Lalla,2024-09-05,Agriculture,Agriculture,291010,291010,25550,397724,Kolkata,East,276,Heavy Rain,House Damage,Agent,52,Male,Settled,6,No,0.73
C1767-Y,P80781-V,Hrishita Basu,2024-06-23,Property,Vehicle,146756,91081,29413,396545,Kolkata,East,218,Flood,Road Accident,Branch,47,Male,Pending,17,No,0.37
C1212-D,P67164-T,Jivika Gole,2024-06-23,Health,Agriculture,29958,29958,28777,138502,Lucknow,North,296,Heavy Rain,Crop Loss,Online,28,Female,Pending,13,No,0.22
C4242-Z,P72309-J,Abram Bakshi,2024-05-02,Vehicle,Agriculture,102409,102409,7673,279339,Ahmedabad,West,114,Flood,Road Accident,Mobile App,48,Female,Rejected,10,No,0.37
C5209-X,P37817-M,Emir Subramaniam,2024-11-13,Agriculture,Life,255551,255551,45568,553950,Chennai,South,229,Flood,Crop Loss,Branch,64,Male,Settled,23,No,0.46
C7046-V,P19346-L,Ryan Subramaniam,2024-01-05,Property,Property,349054,349054,27095,489583,Hyderabad,South,208,Light Rain,Road Accident,Agent,57,Male,Settled,28,No,0.71
C5581-X,P80808-A,Tejas Bhat,2024-03-04,Health,Life,46741,46741,46995,251747,Kolkata,East,143,Heavy Rain,Crop Loss,Mobile App,41,Other,Settled,5,No,0.19
C3825-M,P73349-B,Madhav Varty,2024-06-22,Property,Property,419161,419161,42493,509560,Jaipur,North,241,Light Rain,Crop Loss,Mobile App,20,Male,Settled,30,No,0.82
C1721-K,P91936-K,Tanya Loyal,2024-12-13,Agriculture,Property,250864,250864,48600,543305,Mumbai,West,213,Flood,Crop Loss,Branch,37,Male,Settled,12,No,0.46
C5131-K,P95782-V,Keya Raja,2024-11-21,Property,Property,473645,473645,15660,564789,Mumbai,West,248,Light Rain,Flood Damage,Mobile App,62,Female,Settled,20,No,0.84
C7928-C,P28924-O,Farhan Ranganathan,2024-02-01,Agriculture,Vehicle,89143,89143,12035,274957,Chennai,South,249,Moderate Rain,House Damage,Mobile App,47,Other,Pending,22,No,0.32
